carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading
0.5,Ideal,E,SI1,5.09,5.13,3.15,61.6,55,Mid  
0.7,Good,I,VS2,5.81,5.78,3.33,57.5,62,Mid  
0.55,Good,H,SI1,5.18,5.23,3.31,63.6,55,Mid  
0.36,Ideal,F,SI2,4.57,4.59,2.85,62.2,55, Low  
0.3,Good,J,VS1,4.23,4.26,2.69,63.4,57, Low  
1.87,Ideal,H,VS1,7.98,8.04,4.78,59.7,60,High  
0.3,Premium,F,VVS2,4.36,4.31,2.66,61.4,59, Low  
0.55,Premium,G,SI2,5.28,5.23,3.25,61.8,56,Mid  
0.3,Very Good,G,VVS1,4.28,4.31,2.7,62.8,55, Low  
0.43,Ideal,G,VVS1,4.92,4.86,2.96,60.5,57,Mid  
0.31,Premium,G,VS1,4.33,4.3,2.64,61.2,60, Low  
0.73,Ideal,D,VVS2,5.79,5.73,3.58,62.2,56,Mid  
1.04,Very Good,G,VS2,6.47,6.5,4.01,61.8,56,Mid  
0.56,Premium,J,SI1,5.34,5.3,3.21,60.3,59,Mid  
0.9,Ideal,F,VS2,6.23,6.15,3.84,62,56,Mid  
0.53,Very Good,D,VVS1,5.21,5.26,3.21,61.2,55,Mid  
1.2,Premium,H,SI1,6.73,6.7,4.19,62.4,59,Mid  
0.9,Fair,D,SI2,6.02,5.9,3.99,66.9,57,Mid  
1.01,Premium,G,SI1,6.36,6.29,3.96,62.6,60,Mid  
0.33,Very Good,E,SI1,4.49,4.55,2.72,60.2,58, Low  
1.01,Premium,F,VVS1,6.39,6.35,4,62.8,58,High  
1.55,Very Good,H,SI1,7.35,7.31,4.64,63.2,57,High  
2.03,Very Good,I,VS2,8.14,8.25,4.91,59.9,57,High  
0.51,Premium,G,VVS1,5.13,5.09,3.19,62.4,58,Mid  
1.21,Very Good,I,SI1,6.73,6.79,4.25,62.9,56,Mid  
0.33,Ideal,G,VVS1,4.48,4.5,2.77,61.7,55, Low  
0.33,Premium,E,SI1,4.47,4.43,2.7,60.7,57, Low  
1.01,Good,D,IF,6.26,6.39,4.01,63.4,59,High  
0.34,Ideal,G,VS2,4.51,4.48,2.76,61.4,57, Low  
1.74,Ideal,H,SI1,7.74,7.71,4.78,61.9,55,High  
1.5,Premium,G,SI1,7.28,7.24,4.57,62.9,55,High  
2.03,Fair,G,I1,7.81,7.75,5.16,66.3,56,Mid  
0.3,Ideal,G,VS1,4.25,4.31,2.7,63.1,55, Low  
0.51,Ideal,D,VS2,5.09,5.12,3.18,62.3,57,Mid  
0.3,Premium,G,VS1,4.3,4.33,2.59,60,60, Low  
0.52,Very Good,F,VS1,5.14,5.17,3.18,61.7,56,Mid  
1.23,Premium,H,SI2,6.89,6.86,4.21,61.2,57,Mid  
1.31,Ideal,G,VS1,7.01,7.05,4.37,62.2,56,High  
0.32,Ideal,F,VVS1,4.42,4.44,2.73,61.6,55, Low  
0.67,Very Good,G,VS2,5.71,5.8,3.41,59.4,59.4,Mid  
0.32,Ideal,F,VS2,4.37,4.4,2.74,62.5,56, Low  
0.37,Ideal,F,VS2,4.63,4.64,2.81,60.6,56, Low  
1.02,Premium,E,SI2,6.68,6.61,3.9,58.7,58,Mid  
1.06,Good,H,SI1,6.84,6.74,3.88,57.2,60,Mid  
0.52,Ideal,E,VS2,5.17,5.22,3.14,60.4,57,Mid  
0.41,Very Good,E,SI1,4.72,4.76,2.98,62.9,56, Low  
1.53,Ideal,H,SI2,7.46,7.38,4.42,59.6,57,Mid  
1.16,Premium,G,VS2,6.88,6.85,4.11,59.9,60,High  
0.5,Fair,G,VS1,5.13,5.09,3.08,60.3,66,Mid  
0.44,Ideal,D,VS1,4.92,4.85,3.01,61.6,56,Mid  
0.52,Premium,D,VS2,5.24,5.23,3.11,59.4,61,Mid  
0.53,Ideal,F,VVS2,5.19,5.23,3.2,61.4,56,Mid  
2,Very Good,E,SI2,7.94,8,5.01,62.9,56,High  
1.51,Ideal,E,SI1,7.35,7.42,4.53,61.3,57,High  
0.9,Ideal,G,VS2,6.19,6.22,3.85,62,57,Mid  
1.31,Very Good,H,SI2,6.96,7.01,4.31,61.7,59,Mid  
1,Fair,H,VS1,6.3,6.22,4.01,64.1,60,Mid  
0.4,Ideal,G,VS1,4.68,4.73,2.93,62.3,57, Low  
0.38,Premium,F,VS1,4.68,4.71,2.86,60.9,58, Low  
0.23,Ideal,F,VS1,3.94,3.96,2.44,61.9,56, Low  
1.01,Very Good,F,VS1,6.47,6.54,3.97,61,58,High  
0.37,Ideal,E,VS2,4.61,4.58,2.87,62.5,56,Mid  
0.41,Ideal,G,VVS2,4.79,4.77,2.93,61.3,56,Mid  
1.02,Ideal,F,VS2,6.46,6.44,4,62,57,High  
1.01,Premium,F,SI1,6.57,6.53,3.92,59.8,60,Mid  
0.71,Ideal,F,VVS1,5.73,5.77,3.55,61.7,56,Mid  
0.4,Very Good,D,SI1,4.68,4.75,3.01,63.8,54, Low  
0.31,Premium,H,SI1,4.4,4.33,2.64,60.5,60, Low  
0.58,Ideal,G,VVS1,5.36,5.4,3.3,61.3,56,Mid  
0.9,Ideal,G,SI2,6.27,6.33,3.82,60.6,55,Mid  
0.3,Ideal,F,VVS1,4.32,4.35,2.69,62.1,54, Low  
1,Good,F,SI1,6.29,6.34,4.02,63.7,58,Mid  
0.75,Premium,E,VS2,5.83,5.85,3.61,61.8,58,Mid  
1.03,Very Good,G,VS1,6.5,6.55,3.96,60.7,58,Mid  
0.5,Very Good,G,VS1,5.06,5.09,3.19,62.9,55,Mid  
0.37,Premium,E,VS2,4.59,4.56,2.85,62.3,59,Mid  
0.88,Ideal,H,SI1,6.13,6.17,3.79,61.6,56,Mid  
1.22,Premium,I,VS2,7.01,6.96,4.14,59.3,59,Mid  
0.58,Fair,F,I1,5.23,5.12,3.41,65.8,56, Low  
0.71,Good,J,VS2,5.61,5.58,3.57,63.8,58,Mid  
0.51,Very Good,D,VS2,5.05,5.09,3.23,63.7,55,Mid  
0.53,Ideal,E,VVS2,5.12,5.18,3.22,62.5,57,Mid  
0.32,Premium,E,VS2,4.39,4.43,2.67,60.5,59, Low  
1.02,Ideal,F,VS2,6.47,6.5,4.02,62,55,High  
2,Premium,F,SI1,8.1,8.04,5.05,62.6,59,High  
0.3,Very Good,H,SI1,4.24,4.3,2.63,61.6,62, Low  
1.55,Ideal,J,VS2,7.41,7.49,4.58,61.4,55,High  
1.07,Premium,E,SI2,6.58,6.64,4.05,61.3,59,Mid  
0.36,Ideal,G,VS1,4.56,4.59,2.82,61.6,56, Low  
0.71,Good,I,VS1,5.65,5.7,3.61,63.6,56,Mid  
1.21,Premium,D,SI2,7.06,6.96,4.19,59.7,58,Mid  
0.24,Premium,D,VVS1,4,3.97,2.45,61.5,60, Low  
0.3,Ideal,E,VS2,4.29,4.24,2.66,62.4,57, Low  
0.71,Very Good,G,SI1,5.65,5.68,3.59,63.4,58,Mid  
0.43,Good,F,SI1,4.79,4.83,3.06,63.6,53, Low  
1.26,Ideal,E,SI2,7.03,6.97,4.27,61,57,Mid  
0.79,Ideal,D,SI1,5.96,5.91,3.65,61.5,56,Mid  
0.43,Premium,F,SI2,4.88,4.83,3,61.8,57, Low  
0.5,Good,D,VVS2,5.23,5.28,3.04,57.8,62,Mid  
0.52,Ideal,G,VS1,5.15,5.19,3.16,61.1,55,Mid  
1.27,Good,J,VS1,6.8,6.85,4.33,63.4,60,Mid  
0.56,Very Good,H,VVS2,5.39,5.48,3.25,59.8,57,Mid  
0.9,Good,F,SI2,6.15,6.2,3.9,63.2,56,Mid  
1.2,Ideal,H,VS2,6.75,6.79,4.25,62.8,57,High  
0.51,Ideal,G,IF,5.12,5.17,3.21,62.4,54,Mid  
1.51,Ideal,I,SI1,7.35,7.3,4.59,62.7,57,High  
0.7,Very Good,G,VVS2,5.63,5.69,3.5,61.8,60,Mid  
1.01,Fair,G,SI1,6.31,6.28,4.04,64.2,59,Mid  
0.31,Ideal,E,VS1,4.37,4.4,2.68,61.1,54, Low  
0.55,Premium,D,SI1,5.27,5.29,3.22,61,58,Mid  
1.02,Premium,F,SI1,6.45,6.39,3.97,61.8,59,Mid  
0.44,Ideal,F,VVS2,4.92,4.96,3.01,60.9,55,Mid  
0.51,Very Good,D,SI1,5.07,5.02,3.2,63.4,59,Mid  
0.9,Premium,I,SI1,6.2,6.17,3.84,62.1,59,Mid  
1.06,Ideal,I,VS2,6.59,6.61,4.05,61.4,55,Mid  
0.36,Premium,D,VS2,4.58,4.55,2.82,61.8,58,Mid  
0.51,Good,F,VS2,5.05,5.08,3.2,63.2,56.5,Mid  
0.41,Premium,F,VS1,4.74,4.77,2.98,62.7,58,Mid  
0.3,Very Good,F,SI1,4.29,4.33,2.66,61.7,59, Low  
0.43,Ideal,I,VS2,4.83,4.86,3.01,62.1,57, Low  
0.52,Premium,G,VS1,5.24,5.19,3.08,59.1,60,Mid  
0.71,Ideal,E,SI1,5.8,5.84,3.54,60.8,57,Mid  
0.5,Ideal,G,VVS1,5.1,5.12,3.18,62.2,56,Mid  
0.41,Premium,G,VS1,4.8,4.76,2.94,61.5,58, Low  
1.01,Good,E,SI1,6.26,6.19,3.99,64.1,62,Mid  
0.3,Ideal,E,VS2,4.32,4.35,2.69,62.1,55, Low  
0.23,Very Good,E,VVS2,3.94,3.98,2.42,61.1,59, Low  
0.41,Premium,E,VS1,4.77,4.74,2.95,62,57,Mid  
1.06,Very Good,F,SI1,6.61,6.68,3.96,59.6,60,Mid  
0.55,Ideal,G,SI2,5.27,5.32,3.27,61.8,55,Mid  
0.41,Ideal,F,VVS1,4.83,4.79,2.93,60.9,56,Mid  
0.28,Very Good,F,VVS1,4.13,4.17,2.61,62.9,57, Low  
0.9,Good,F,SI1,6.02,6.1,3.89,64.2,56,Mid  
1.19,Ideal,J,SI1,6.8,6.77,4.21,62,56,Mid  
0.31,Ideal,G,VVS1,4.35,4.39,2.71,62,53, Low  
0.33,Ideal,H,SI2,4.45,4.5,2.74,61.2,54, Low  
1.01,Very Good,F,VS1,6.28,6.36,4.04,63.9,55,High  
0.33,Ideal,H,IF,4.44,4.47,2.74,61.6,55, Low  
0.55,Ideal,H,SI1,5.2,5.26,3.25,62.1,56,Mid  
0.7,Ideal,E,VS1,5.74,5.69,3.53,61.8,56,Mid  
0.3,Ideal,E,VS2,4.26,4.29,2.65,62,57, Low  
2.01,Fair,F,SI1,8.32,8.31,4.87,58.6,95,High  
0.34,Premium,F,VVS2,4.59,4.54,2.72,59.6,60, Low  
0.53,Ideal,D,SI1,5.24,5.22,3.24,62,55,Mid  
0.34,Ideal,G,IF,4.51,4.54,2.76,61,55, Low  
0.51,Very Good,E,VS1,5.13,5.17,3.14,61,59,Mid  
1.26,Premium,I,SI2,7.03,6.99,4.21,60.1,59,Mid  
0.57,Ideal,E,SI1,5.39,5.41,3.28,60.8,55,Mid  
0.52,Ideal,G,VS2,5.15,5.19,3.2,61.9,55,Mid  
0.3,Premium,E,SI1,4.28,4.23,2.63,61.8,60, Low  
0.64,Good,F,I1,5.75,5.69,3.28,57.3,64,Mid  
0.59,Premium,H,SI1,5.38,5.32,3.33,62.2,59,Mid  
0.9,Very Good,G,VVS2,6.12,6.19,3.85,62.6,55,Mid  
0.36,Ideal,G,VS1,4.55,4.57,2.84,62.3,57, Low  
0.54,Ideal,H,VS1,5.24,5.23,3.22,61.5,56,Mid  
0.35,Very Good,H,SI1,4.52,4.56,2.77,61,62, Low  
0.41,Ideal,E,VVS1,4.77,4.8,2.96,61.9,58,Mid  
0.5,Fair,E,SI2,4.98,4.88,3.19,64.7,57, Low  
0.92,Ideal,I,SI1,6.24,6.29,3.89,62.1,55,Mid  
1.12,Very Good,G,SI2,6.7,6.63,4.22,63.3,58,Mid  
0.63,Ideal,F,IF,5.53,5.57,3.38,60.9,57,Mid  
2.12,Ideal,I,SI1,8.21,8.14,5.08,62.2,57,High  
0.42,Ideal,G,VVS2,4.79,4.82,3,62.4,55,Mid  
0.41,Premium,E,VS1,4.72,4.7,2.96,62.8,58,Mid  
1.51,Very Good,G,VS2,7.47,7.55,4.42,58.9,60,High  
2.3,Premium,I,VS2,8.47,8.39,5.21,61.8,60,High  
0.57,Very Good,E,VS2,5.37,5.33,3.25,60.7,58,Mid  
1.01,Fair,G,SI1,6.31,6.34,3.82,60.4,62,Mid  
0.42,Good,F,SI1,4.76,4.7,3.01,63.6,57, Low  
0.9,Very Good,H,VS2,6.1,6.14,3.77,61.6,63,Mid  
0.5,Fair,G,VS1,4.99,4.9,3.29,66.5,58,Mid  
1.22,Premium,H,SI1,6.86,6.82,4.23,61.8,57,High  
1.04,Very Good,J,VS2,6.59,6.66,3.94,59.5,59,Mid  
1.03,Very Good,H,VS2,6.5,6.52,3.9,59.9,59,Mid  
0.56,Ideal,G,VVS1,5.3,5.28,3.28,62,56,Mid  
1.22,Premium,G,SI1,6.84,6.74,4.28,63,57,High  
0.51,Very Good,G,VS2,5.06,5.03,3.2,63.4,55,Mid  
0.36,Ideal,E,VS2,4.62,4.6,2.82,61.2,56,Mid  
0.9,Premium,F,SI2,6.12,6.07,3.77,61.9,62,Mid  
0.43,Very Good,E,SI2,4.83,4.87,3.04,62.7,55, Low  
0.37,Premium,E,VS2,4.68,4.66,2.76,59.1,60,Mid  
1.14,Premium,D,SI1,6.84,6.78,4.01,58.9,59,Mid  
1.13,Very Good,E,VS2,6.61,6.64,4.1,61.9,61,High  
0.31,Ideal,D,SI1,4.35,4.37,2.69,61.7,56, Low  
1.2,Ideal,D,SI1,6.71,6.79,4.23,62.7,55,High  
0.31,Ideal,F,VS2,4.33,4.37,2.71,62.3,55, Low  
0.33,Premium,G,VS2,4.46,4.4,2.74,61.9,59, Low  
0.9,Very Good,H,VS2,6.14,6.22,3.87,62.6,58,Mid  
1.14,Very Good,G,VS2,6.67,6.63,4.2,63.2,58,High  
1.23,Premium,J,SI1,6.89,6.86,4.26,61.9,54,Mid  
0.24,Very Good,F,VS1,3.92,3.95,2.48,63,58, Low  
0.43,Premium,G,VVS1,4.91,4.87,2.95,60.3,58,Mid  
0.5,Premium,E,SI2,5.12,5.06,3.14,61.7,58,Mid  
0.73,Premium,H,SI2,5.94,5.91,3.48,58.7,58,Mid  
0.3,Premium,D,VS2,4.31,4.26,2.62,61.1,59, Low  
0.54,Very Good,F,VS2,5.16,5.22,3.22,62,59,Mid  
1.03,Very Good,F,VS2,6.34,6.31,4.01,63.4,62,Mid  
1.29,Ideal,H,SI1,6.96,6.93,4.35,62.6,56,Mid  
0.7,Fair,G,I1,5.59,5.49,3.57,64.3,62, Low  
1.5,Premium,J,SI2,7.38,7.33,4.51,61.3,59,Mid  
1.37,Ideal,I,VS2,7.13,7.16,4.4,61.6,55,High  
1.45,Premium,F,VS2,7.31,7.23,4.44,61.1,58,High  
0.5,Fair,G,I1,4.95,4.89,3.21,65.2,56, Low  
1.91,Premium,I,SI1,8.02,7.98,4.77,59.6,60,High  
0.72,Ideal,D,VS1,5.74,5.79,3.59,62.3,54,Mid  
0.77,Premium,F,VS2,5.85,5.87,3.64,62.1,59,Mid  
0.31,Very Good,G,VVS1,4.36,4.32,2.75,63.4,57,Mid  
0.62,Ideal,G,IF,5.52,5.56,3.35,60.5,57,Mid  
0.31,Good,G,VVS2,4.28,4.31,2.72,63.3,57, Low  
1.55,Very Good,G,SI1,7.51,7.59,4.47,59.2,59,High  
0.26,Ideal,E,VVS2,4.02,4.06,2.54,62.9,58, Low  
1,Good,E,SI1,6.28,6.34,4.03,63.9,55,Mid  
1.01,Premium,H,SI1,6.38,6.34,4,62.9,58,Mid  
0.56,Ideal,E,VVS2,5.32,5.28,3.32,62.6,54,Mid  
0.5,Very Good,D,VS2,5.03,5.06,3.18,63,57,Mid  
0.27,Very Good,E,VVS1,4.23,4.25,2.54,59.9,57, Low  
0.37,Good,H,VS2,4.54,4.56,2.9,63.7,55, Low  
1.23,Ideal,G,VVS2,6.89,6.91,4.23,61.3,56,High  
0.34,Ideal,I,VS1,4.48,4.52,2.78,61.8,55, Low  
0.24,Ideal,F,VVS1,4.01,4.05,2.47,61.1,56, Low  
0.9,Fair,G,SI1,6.1,6.03,3.98,65.6,56,Mid  
1.51,Good,J,SI1,7.19,7.16,4.6,64.1,61,Mid  
0.3,Ideal,F,VS1,4.3,4.33,2.69,62.3,53.8, Low  
0.26,Ideal,G,IF,4.09,4.13,2.55,62.2,55, Low  
0.41,Very Good,E,SI2,4.72,4.75,2.98,62.9,58, Low  
1,Ideal,D,SI1,6.43,6.38,4,62.5,55,Mid  
1.18,Premium,G,VVS2,6.92,6.89,4.02,58.2,62,High  
0.55,Ideal,F,VS2,5.26,5.3,3.26,61.7,56,Mid  
0.9,Very Good,F,SI2,6.07,6.11,3.86,63.4,59,Mid  
0.32,Very Good,I,VS1,4.42,4.38,2.78,63.2,54, Low  
0.56,Ideal,D,VS2,5.33,5.37,3.24,60.6,56,Mid  
1.01,Good,E,SI1,6.27,6.35,3.99,63.2,59,Mid  
0.5,Ideal,H,VS1,5.07,5.14,3.15,61.7,59,Mid  
1.63,Ideal,G,SI1,7.63,7.68,4.63,60.6,57,High  
0.32,Ideal,E,IF,4.4,4.42,2.73,61.9,56,Mid  
0.8,Very Good,E,VVS2,5.93,5.95,3.73,62.8,57,Mid  
0.9,Very Good,D,SI2,6.06,6.15,3.84,62.9,59,Mid  
0.72,Very Good,E,SI2,5.66,5.61,3.58,63.5,59,Mid  
0.67,Good,F,VVS2,5.46,5.54,3.52,63.8,61,Mid  
0.3,Good,H,VS1,4.22,4.26,2.68,63.2,58, Low  
0.66,Good,F,VS2,5.55,5.6,3.43,61.5,60.8,Mid  
1.21,Premium,J,VS2,6.84,6.77,4.21,61.9,59,Mid  
0.8,Premium,H,SI1,5.96,5.91,3.71,62.5,59,Mid  
0.34,Premium,D,SI1,4.57,4.54,2.72,59.7,59, Low  
0.53,Ideal,D,SI1,5.15,5.23,3.2,61.7,56,Mid  
0.41,Premium,F,SI1,4.81,4.77,2.92,61,60, Low  
0.31,Premium,D,VS2,4.32,4.37,2.68,61.7,58, Low  
1.36,Ideal,G,SI1,7.15,7.16,4.36,60.9,56,High  
0.6,Premium,D,SI1,5.39,5.33,3.37,62.9,58,Mid  
0.3,Very Good,H,SI1,4.38,4.41,2.64,60.1,55, Low  
0.7,Good,H,VVS2,5.61,5.51,3.55,63.8,57,Mid  
0.91,Premium,H,VS2,6.18,6.22,3.83,61.8,60,Mid  
0.31,Very Good,H,VVS2,4.33,4.36,2.72,62.6,56, Low  
0.59,Ideal,J,VS1,5.52,5.48,3.23,58.7,56,Mid  
0.32,Ideal,H,SI1,4.4,4.43,2.7,61,56.6, Low  
0.73,Ideal,E,SI1,5.74,5.79,3.58,62.1,59,Mid  
0.74,Ideal,H,SI1,5.77,5.83,3.6,62.1,56,Mid  
0.71,Ideal,D,VS2,5.77,5.82,3.5,60.4,57,Mid  
1.02,Premium,G,SI2,6.37,6.42,4,62.5,59,Mid  
0.72,Ideal,H,VVS2,5.75,5.77,3.55,61.6,56,Mid  
0.74,Premium,F,SI1,5.88,5.82,3.44,58.8,61,Mid  
0.32,Ideal,G,IF,4.43,4.41,2.69,60.9,56,Mid  
0.51,Very Good,J,SI1,5.06,5.1,3.18,62.6,59, Low  
0.39,Ideal,E,VS1,4.66,4.69,2.91,62.3,54.4,Mid  
0.77,Very Good,I,VS2,5.8,5.84,3.63,62.4,63,Mid  
1.02,Good,G,VS1,6.34,6.28,4.06,64.3,57,Mid  
0.42,Very Good,I,SI1,4.83,4.86,2.96,61,55.8, Low  
1.7,Premium,I,VS1,7.88,7.84,4.56,58,60,High  
1.41,Premium,H,VS2,7.19,7.12,4.44,62,58,High  
0.3,Ideal,H,IF,4.32,4.33,2.66,61.5,56, Low  
2.13,Ideal,J,VS2,8.23,8.29,5.13,62.1,55,High  
0.54,Ideal,G,VS1,5.25,5.28,3.23,61.3,57,Mid  
1.18,Premium,I,SI2,6.75,6.79,4.18,61.7,58,Mid  
0.23,Very Good,G,VVS2,3.93,3.95,2.47,62.8,55, Low  
1.38,Very Good,F,IF,7.32,7.39,4.28,58.2,60,High  
0.36,Premium,E,VS1,4.58,4.56,2.8,61.3,58,Mid  
1.01,Premium,E,SI1,6.42,6.37,3.99,62.4,58,Mid  
0.76,Ideal,F,VS2,5.82,5.78,3.63,62.6,56,Mid  
1.54,Ideal,I,SI1,7.29,7.33,4.64,63.5,61,High  
0.36,Premium,F,VVS2,4.55,4.51,2.84,62.7,58, Low  
1.05,Good,H,VS2,6.4,6.45,4.09,63.7,58,Mid  
0.93,Premium,F,I1,6.27,6.22,3.83,61.3,59,Mid  
0.9,Ideal,G,SI1,6.17,6.22,3.86,62.3,58,Mid  
1,Good,E,VS1,6.48,6.43,3.87,60,65,High  
0.33,Ideal,D,VVS1,4.47,4.52,2.74,61,55,Mid  
0.7,Very Good,I,VS2,5.64,5.71,3.53,62.2,59,Mid  
1.52,Ideal,H,SI1,7.38,7.32,4.56,62,56,High  
1.53,Ideal,G,VVS2,7.44,7.5,4.56,61,55,High  
0.31,Very Good,G,VS1,4.35,4.38,2.69,61.6,56, Low  
0.75,Ideal,I,VS1,5.8,5.82,3.66,63,57,Mid  
0.36,Premium,G,SI2,4.58,4.56,2.85,62.4,58, Low  
0.53,Ideal,E,VVS1,5.19,5.24,3.22,61.8,55,Mid  
0.39,Ideal,G,IF,4.68,4.72,2.9,61.7,55,Mid  
1.67,Ideal,H,VS1,7.6,7.57,4.69,61.8,56,High  
0.78,Premium,F,SI2,5.9,5.86,3.69,62.8,56,Mid  
0.51,Ideal,G,VS1,5.11,5.14,3.19,62.2,55,Mid  
0.7,Premium,E,VS2,5.74,5.7,3.49,61,59,Mid  
1,Ideal,D,SI1,6.48,6.54,3.92,60.2,57,Mid  
1.63,Ideal,D,SI2,7.73,7.67,4.57,59.4,59,High  
0.51,Ideal,H,IF,5.1,5.13,3.2,62.6,56,Mid  
0.51,Ideal,G,VVS2,5.12,5.09,3.21,62.9,57,Mid  
0.26,Ideal,G,VS1,4.1,4.13,2.57,62.5,53, Low  
2.23,Premium,J,VS2,8.39,8.36,5.11,61,58,High  
0.32,Ideal,F,VS2,4.4,4.42,2.71,61.5,55, Low  
1.2,Good,I,VS1,6.84,6.89,4.09,59.6,61,Mid  
0.56,Ideal,H,VVS1,5.27,5.33,3.29,62.1,53.8,Mid  
0.3,Good,G,VS2,4.25,4.28,2.71,63.5,54, Low  
0.73,Premium,F,SI1,5.78,5.81,3.59,61.9,60,Mid  
1.36,Premium,E,SI2,7.21,7.13,4.38,61.1,58,High  
1.16,Very Good,H,SI2,6.85,6.87,4.09,59.6,59,Mid  
0.4,Very Good,E,SI1,4.67,4.7,2.94,62.8,59, Low  
0.9,Good,G,SI1,6.25,6.29,3.62,57.7,65,Mid  
1.3,Premium,I,VS1,6.97,6.91,4.32,62.2,59,High  
0.32,Ideal,G,VVS1,4.37,4.44,2.68,60.8,56, Low  
0.53,Ideal,H,VS2,5.15,5.19,3.23,62.5,56,Mid  
0.54,Ideal,D,VS2,5.26,5.22,3.21,61.3,56,Mid  
0.61,Very Good,H,VVS2,5.52,5.54,3.35,60.5,57,Mid  
0.41,Premium,E,SI1,4.75,4.77,2.97,62.4,58, Low  
1.2,Premium,H,SI2,6.76,6.81,4.24,62.5,58,Mid  
0.41,Good,E,SI1,4.73,4.7,3,63.6,56, Low  
0.56,Ideal,G,VS2,5.34,5.36,3.26,60.9,56,Mid  
1.17,Ideal,H,VS2,6.73,6.71,4.19,62.4,58,Mid  
0.32,Ideal,E,VS2,4.39,4.43,2.74,62.1,55, Low  
0.37,Premium,E,VS2,4.63,4.59,2.81,61,59,Mid  
0.96,Fair,H,I1,6.38,5.88,3.98,64.3,59,Mid  
1.24,Ideal,D,VS1,6.92,6.9,4.26,61.6,55,High  
0.5,Good,E,SI1,5.2,5.23,3.05,58.5,59,Mid  
0.58,Ideal,E,VS2,5.32,5.36,3.3,61.8,57,Mid  
1.11,Ideal,G,SI1,6.69,6.61,4.12,62,57,Mid  
0.61,Very Good,F,VS2,5.5,5.58,3.3,59.6,61,Mid  
0.9,Very Good,E,SI1,6.26,6.32,3.79,60.3,58,Mid  
1.66,Very Good,H,SI1,7.53,7.57,4.74,62.8,56,High  
1.02,Fair,F,VVS1,6.31,6.26,4.06,64.6,59,High  
1.24,Premium,I,SI2,6.88,6.84,4.26,62.1,58,Mid  
0.54,Ideal,G,VVS2,5.26,5.24,3.23,61.5,54,Mid  
0.51,Ideal,E,VS2,5.12,5.09,3.16,61.9,57,Mid  
2.01,Premium,H,SI2,8.14,8.09,4.91,60.5,61,High  
0.32,Very Good,E,VS2,4.37,4.41,2.72,62,54, Low  
0.51,Very Good,E,VS2,5.11,5.14,3.22,62.8,56,Mid  
1.67,Very Good,H,SI1,7.73,7.78,4.61,59.4,61,High  
1.02,Very Good,G,VS2,6.37,6.39,4.02,63,57,Mid  
0.3,Ideal,I,VS1,4.31,4.36,2.67,61.6,56, Low  
0.28,Ideal,H,IF,4.2,4.23,2.61,62,56, Low  
0.43,Very Good,D,VS2,4.92,4.96,2.92,59.1,58, Low  
0.72,Ideal,E,SI1,5.7,5.76,3.57,62.3,57,Mid  
0.83,Ideal,D,SI2,6,6.04,3.74,62.1,56,Mid  
0.3,Very Good,J,VS1,4.3,4.25,2.71,63.4,55, Low  
2.36,Ideal,J,VS2,8.64,8.69,5.21,60.1,59,High  
0.5,Good,J,SI1,5.03,5.07,3.19,63.2,55, Low  
0.42,Premium,D,SI1,4.91,4.86,2.92,59.8,59,Mid  
0.72,Very Good,F,VVS1,5.72,5.78,3.57,62.1,55,Mid  
0.42,Premium,E,VS1,4.79,4.76,2.97,62.2,59,Mid  
1.12,Premium,G,VS2,6.72,6.61,4.11,61.7,56,Mid  
0.4,Premium,H,VS1,4.71,4.68,2.94,62.6,58,Mid  
0.54,Ideal,G,VVS2,5.21,5.26,3.22,61.5,57,Mid  
1.31,Ideal,H,VS1,7.06,7,4.32,61.5,56,High  
0.33,Ideal,G,VVS2,4.44,4.48,2.76,62,53.5, Low  
0.41,Premium,E,VS1,4.8,4.77,2.96,61.9,59,Mid  
1.21,Ideal,H,VS1,6.79,6.84,4.27,62.7,56,High  
0.86,Very Good,E,VS2,6.05,6.08,3.78,62.3,56,Mid  
2.11,Very Good,D,SI2,8.21,8.28,5.02,60.9,60,High  
0.32,Good,H,VVS1,4.33,4.28,2.77,64.3,58, Low  
1.55,Ideal,H,VS1,7.37,7.43,4.59,62,57,High  
0.71,Good,D,SI2,5.65,5.72,3.6,63.3,55,Mid  
0.34,Ideal,F,VS1,4.51,4.55,2.77,61.1,57, Low  
0.59,Ideal,G,VVS2,5.33,5.37,3.35,62.6,57,Mid  
1.01,Very Good,G,VS2,6.28,6.35,3.97,62.9,60,Mid  
0.38,Very Good,F,VS1,4.63,4.66,2.89,62.1,54.7,Mid  
0.59,Very Good,G,VS2,5.32,5.41,3.3,61.5,59,Mid  
0.37,Ideal,J,IF,4.63,4.68,2.88,61.9,54, Low  
1.07,Ideal,G,SI2,6.54,6.61,4.08,62.1,55,Mid  
0.35,Ideal,E,VS1,4.55,4.53,2.78,61.2,56,Mid  
1.21,Premium,G,VS2,6.78,6.88,4.25,62.2,58,High  
2.01,Premium,I,VS2,8.12,8.06,4.94,61.1,60,High  
0.5,Very Good,E,SI2,5.07,5.12,3.09,60.6,59,Mid  
0.72,Very Good,F,SI1,5.68,5.67,3.58,63.1,56,Mid  
1.02,Very Good,J,SI1,6.35,6.4,4.02,63.1,60,Mid  
0.74,Very Good,H,SI1,5.71,5.76,3.58,62.4,58,Mid  
1.01,Ideal,E,VS2,6.43,6.46,3.97,61.6,57,High  
